"Wed Jun 28 2017 07:55:34 GMT-0400 (EDT)",2553.53,,2501.7,
"Wed Jun 28 2017 08:05:34 GMT-0400 (EDT)",2553.53,,2501.7,
"Wed Jun 28 2017 08:15:30 GMT-0400 (EDT)",2573.09,,2520.81,
"Wed Jun 28 2017 08:25:19 GMT-0400 (EDT)",2573.79,,2517.45,
"Wed Jun 28 2017 08:35:27 GMT-0400 (EDT)",2560.38,,2508.69,
"Wed Jun 28 2017 08:45:43 GMT-0400 (EDT)",2562.38,,2511.64,
"Wed Jun 28 2017 08:55:28 GMT-0400 (EDT)",2575.46,,2523.97,
"Wed Jun 28 2017 09:05:48 GMT-0400 (EDT)",2574.53,,2523.99,
"Wed Jun 28 2017 09:15:22 GMT-0400 (EDT)",2572.11,,2519.91,
"Wed Jun 28 2017 09:25:45 GMT-0400 (EDT)",2573.35,,2522.38,
"Wed Jun 28 2017 09:35:28 GMT-0400 (EDT)",2575.54,,2522.39,
"Wed Jun 28 2017 09:45:51 GMT-0400 (EDT)",2585.31,,2531.28,
"Wed Jun 28 2017 09:55:37 GMT-0400 (EDT)",2599.8,,2548.31,
"Wed Jun 28 2017 10:05:39 GMT-0400 (EDT)",2587.52,,2534.66,
"Wed Jun 28 2017 10:15:38 GMT-0400 (EDT)",2599.63,,2544.48,
"Wed Jun 28 2017 10:25:41 GMT-0400 (EDT)",2593.62,,2541.16,
"Wed Jun 28 2017 10:35:34 GMT-0400 (EDT)",2589.1,,2537.06,
"Wed Jun 28 2017 10:45:27 GMT-0400 (EDT)",2589.69,,2536.26,
"Wed Jun 28 2017 10:55:49 GMT-0400 (EDT)",2573.02,,2520.82,
"Wed Jun 28 2017 11:06:15 GMT-0400 (EDT)",2573.85,,2516.58,
"Wed Jun 28 2017 11:17:52 GMT-0400 (EDT)",2584.97,,2531.61,
"Wed Jun 28 2017 11:26:17 GMT-0400 (EDT)",2584.45,,2532.74,
"Wed Jun 28 2017 11:35:56 GMT-0400 (EDT)",2579.99,,2530.08,
"Wed Jun 28 2017 11:45:38 GMT-0400 (EDT)",2567.94,,2514.83,
"Wed Jun 28 2017 11:55:38 GMT-0400 (EDT)",2576.41,,2521.87,
"Wed Jun 28 2017 12:05:35 GMT-0400 (EDT)",2576.47,,2524.6,
"Wed Jun 28 2017 12:15:43 GMT-0400 (EDT)",2569.11,,2515.91,
"Wed Jun 28 2017 12:25:40 GMT-0400 (EDT)",2550.64,,2494.9,
"Wed Jun 28 2017 12:35:33 GMT-0400 (EDT)",2553.64,,2502.12,
"Wed Jun 28 2017 12:45:38 GMT-0400 (EDT)",2557.38,,2506.73,
"Wed Jun 28 2017 12:55:28 GMT-0400 (EDT)",2568.02,,2517.83,
"Wed Jun 28 2017 13:05:54 GMT-0400 (EDT)",2568.8,,2516.25,
"Wed Jun 28 2017 13:15:46 GMT-0400 (EDT)",2575.25,,2522.99,
"Wed Jun 28 2017 13:25:38 GMT-0400 (EDT)",2586.38,,2531.1,
"Wed Jun 28 2017 13:35:36 GMT-0400 (EDT)",2577.55,,2525,
"Wed Jun 28 2017 13:45:42 GMT-0400 (EDT)",2580.8,,2527.67,
"Wed Jun 28 2017 13:55:41 GMT-0400 (EDT)",2577.51,,2525.46,
"Wed Jun 28 2017 14:05:35 GMT-0400 (EDT)",2579.24,,2528.16,
"Wed Jun 28 2017 14:15:42 GMT-0400 (EDT)",2581.61,,2528.92,
"Wed Jun 28 2017 14:25:48 GMT-0400 (EDT)",2569.11,,2517.36,
"Wed Jun 28 2017 14:35:39 GMT-0400 (EDT)",2568.14,,2514.65,
"Wed Jun 28 2017 14:45:28 GMT-0400 (EDT)",2569.59,,2518.67,
"Wed Jun 28 2017 14:55:43 GMT-0400 (EDT)",2573.74,,2521.13,
